drawing_id,drawing_number,drawing_name,spare_part_number,parsed_part_numbers
24540,E-5312$1,PARTFILL & ADDVANTAGE PRINT SLUGS,"A113578, A113579, A113580, A113581, A113582, A113583, A113584, A113585, A113586, A113587, A113588, A113589, A113590, A113591, A113592, A113593, A122582, A122840, A122841, A122842, A122843, A122844, A122845, A122846, A122847, A122848, A122849, A122850, A122851, A122852, A122853, A122854, A122855, A122856, A122857, A122858, A122859, A122860, A122861, A122862, A122863, A122864, A122865, A122866, A135746, A138647, A138648, A138649, A138651, A138652, A138653, A138654, A138655, A138656, A138657, A138658, A138659, A138660, A138661, A138662, A138663, A138664, A138665, A138666, A138667, A138668, A138675, A138676, A138677","['A113578', 'A113579', 'A113580', 'A113581', 'A113582', 'A113583', 'A113584', 'A113585', 'A113586', 'A113587', 'A113588', 'A113589', 'A113590', 'A113591', 'A113592', 'A113593', 'A122582', 'A122840', 'A122841', 'A122842', 'A122843', 'A122844', 'A122845', 'A122846', 'A122847', 'A122848', 'A122849', 'A122850', 'A122851', 'A122852', 'A122853', 'A122854', 'A122855', 'A122856', 'A122857', 'A122858', 'A122859', 'A122860', 'A122861', 'A122862', 'A122863', 'A122864', 'A122865', 'A122866', 'A135746', 'A138647', 'A138648', 'A138649', 'A138651', 'A138652', 'A138653', 'A138654', 'A138655', 'A138656', 'A138657', 'A138658', 'A138659', 'A138660', 'A138661', 'A138662', 'A138663', 'A138664', 'A138665', 'A138666', 'A138667', 'A138668', 'A138675', 'A138676', 'A138677']"
24545,B-3309-15,PARTFILL 4-UP 250ML WASTE END KNIFE (CSP),A137742,['A137742']
24873,B-5024-1-47,PARTFILL SOLVENT SEALER MANDREL,A142992,['A142992']
25028,B-5024-1-41,PARTTFILL SOLVENT TUBE HOLDER,A142991,['A142991']
25077,B-19390,PEN,A124895,['A124895']
25093,K-5284-23-3-1,PERIMETER DIE 500ML CAPD,A121809,['A121809']
25125,H-5088-230-1,PERIMETER DIE LIFE CARE II 500 ML 10 DEGREE,A115159,['A115159']
25126,E-5398-8-2,PERIMETER DIE POD,A126870,['A126870']
25127,K-10117-1,PERIMETER DIE POD LIFE CARE II 500ML 10 DEGREE AUSTIN,A142717,['A142717']
25296,B-127465,PICKUP PIN - LONG,A127465,['A127465']
25297,B-127464,PICKUP PIN - SHORT,A127464,['A127464']
25302,B-2-628-01,PICK-UP UNIT STATION #8,A142428,['A142428']
25331,B-0230-88-10,PILOT LEVELING SCREW,A126752,['A126752']
25347,B-5347-16-5,PIN - ROLLER,A127098,['A127098']
25360,B-5337-10-16,PIN RETAINER,A124569,['A124569']
25369,B-211083-2,"PIN, ADDAPORT EXPANDER",A112312,['A112312']
25374,B-12197-1-11,"PIN, SPRING",A127794,['A127794']
25375,B-5347-2-426,"PIN, TACO OPEN CLOSE DRIVE ARM PF AUTOFILL",A128669,['A128669']
25427,B-5335-11-21,PINCH ROLLER,A122734,['A122734']
25446,B-5286-4-118,PINCH-OFF ACTUATOR (BOTTOM),A123652,['A123652']
25449,B-5286-4-127,PINCH-OFF ACTUATOR (TOP),A123651,['A123651']
25455,B-5024-1-17,PINION,A118531,['A118531']
25648,B-3490-2-29-3,PISTON ROD,A123904,['A123904']
25655,A-2-15319,PIVOT,A142415,['A142415']
25664,B-5337-2-20,PIVOT ARM,A132436,['A132436']
25681,B-5408-10-7,PIVOT ARM UPPER #12 MANDREL PRESS,A128966,['A128966']
25723,B-5337-15-15,PIVOT BOLT,A126053,['A126053']
25729,B-5347-14-270,PIVOT BRACKET INFEED CONVEYOR PART FILL,A132011,['A132011']
25750,B-5408-10-8,PIVOT LINK UPPER,A138105,['A138105']
25775,B-5337-10-15,PIVOT PIN,A124568,['A124568']
25780,A-5088-10-25,PIVOT PIN,A104140,['A104140']
25781,A-5088-10-26,PIVOT PIN,A104141,['A104141']
25782,A-5088-10-27,PIVOT PIN,A104142,['A104142']
25783,A-5088-10-28,PIVOT PIN,A104143,['A104143']
25792,B-5408-10-28,PIVOT PIN UPPER ARM,A129270,['A129270']
25962,B-11221-3,"PLATE SPRING 3/8"", PLUG VIBRATOR",AA126313,['AA126313']
25963,B-11221-2,"PLATE SPRING, 1/4"", O-RING BOWL",AA126309,['AA126309']
26018,E-3490-2-48,PLATE. FOR PLATTER ASSEMB.,A121862,['A121862']
26133,B-5024-1-4,PLUG,A105542,['A105542']
26192,B-5347-8-93,PLUNGER LEFT SIDE-OPEN,A129428,['A129428']
26195,B-5347-8-92,PLUNGER RIGHT SIDE-CLOSE,A129427,['A129427']
26200,B-5337-10-14,"PLUNGER, LONG",A124570,['A124570']
26201,B-5337-10-11,"PLUNGER, ROD",A123237,['A123237']
26202,B-5337-10-12,"PLUNGER, SHORT",A124571,['A124571']
26427,K-5108-7-2,POCKET INSERT #1,A123650,['A123650']
26428,K-5108-7-3,POCKET INSERT #2,A138166,['A138166']
26442,E-5368-1-2,POREX PLASTIC SHEET,A126850,['A126850']
26444,E-5376-1-15,POROUS PLASTIC SHEET,A126320,['A126320']
26446,E-5376-1-16,POROUS PLASTIC SHEET - REAR,A126321,['A126321']
26456,K-EQ-1467-03-03,PORT BELT CARRIER ASSEMBLY DETAILS,A121742,['A121742']
26474,B-5088-114-80,PORT FEEDER PUNCH,A129763,['A129763']
26480,B-5347-7-46,PORT KNOCK OFF RAMP PORT BELT CARRIER (LEFT),A138020,['A138020']
26481,B-5347-7-46-1,PORT KNOCK OFF RAMP PORT BELT CARRIER (RIGHT),A138021,['A138021']
26533,B-5109-17-6-1,POSITION TAG,A110733,['A110733']
26632,E-5088-31-8,POWER LEAD 1 LITER LIFECARE BAGMAKER,A140549,['A140549']
26633,E-5088-165-13,POWER LEAD 250M.L. L.C. 2A BAGMAKER 150/250,A106644,['A106644']
26695,B-5347-17-314,PREALIGNER STOP BAR VERT. ALIGNMETN SHAFT GUIDE,A131447,['A131447']
26698,B-5347-17-331,PREALIGNER VERTICAL SHAFT DETAIL DRAWING,"A132139, A132267","['A132139', 'A132267']"
26774,B-12197-1-7,PRESS BLOCK,A127789,['A127789']
26777,E-9104-1-2,PRESS FIT HUB,A141899,['A141899']
26813,A-5088-17-14,PRESSURE PAD,A104151,['A104151']
26822,B-5169-27-91,PRESSURE ROLLER,A122735,['A122735']
26855,B-5358-17-9,PRINT PAD,A128957,['A128957']
26861,B-5335-14-10,PRINT STATION BEARING,A127463,['A127463']
26865,E-5335-4-36,PRINT STATION PAD  LIFECARE,A122298,['A122298']
26967,A-5250-5-10,PROBE,A127088,['A127088']
26970,B-5250-5-14,PROBE SHAFT,A119228,['A119228']
27177,B-5358-89-21,PULLEY (MOD.),A132788,['A132788']
27178,K-5337-5-2,PULLEY 11.460 DIA.,A123205,['A123205']
27212,H-109472,"PULLEY, SPLIT WITH NUT",A109472,['A109472']
27225,B-5193-8-12,PUNCH,A122652,['A122652']
27272,B-BF15-07-38,PUNCH HOLDER,A136830,['A136830']
27297,B-5088-197-22,PUNCH ROD,A120979,['A120979']
27362,B-5206-26-46,PUSH/PULL BLOCK,A121775,['A121775']
27385,B-5288-3-7,PUSHER,A119044,['A119044']
27390,E-5288-4-5,PUSHER ARM AND HEAD,A120776,['A120776']
27404,B-5408-29-10,PUSH-PULL ROD,A129272,['A129272']
27558,B-5335-6-24,QUICK CHANGE TYPEHOLDER,A143785,['A143785']
27564,B-5088-4-101,R. F. TRANSMISSION STRAP,A122339,['A122339']
27627,B-5088-296-6,R.H. & L.H. LOWER KNIFE DIE (CSP),A120540,['A120540']
27631,B-5293-5-5,R.H. KNIFE DIE (CSP),A121240,['A121240']
27634,B-5088-296-5,"R.H., KNIFE DIE (CSP)",A120539,['A120539']
27676,B-6502-10-06,RACK,A137050,['A137050']
27706,B-5337-2-5,RAIL,A124386,['A124386']
27707,B-5337-2-6,RAIL,A124385,['A124385']
27909,B-5143-8-10,REAR SHAFT,A121975,['A121975']
27910,B-3490-2-44,REAR STOP BLOCK,A125417,['A125417']
27943,B-5206-72-194,RED FILM DISC HUB,A121774,['A121774']
28082,B-18859,REMOTE ARM- LINEAR SHAFT,A123008,['A123008']
28119,B-2185-1-34-38,REMOTE PROXIMITY SWITCH BRACKET,A118967,['A118967']
28176,E-5126-8-3,RESERVOIR BLOCK SOLVENT SEAL APPLICATOR MICRO SYRINGE,A105541,['A105541']
28201,B-5347-8-81,RETAINER BLOCK GRIPPER SUPPORT,A132136,['A132136']
28203,B-MD-5109-3-18,RETAINER LOG-FILLER BLOCK-WATERLOC,A110511,['A110511']
28206,B-5193-8-13,RETAINER PLATE,A125694,['A125694']
28232,E-MD-5109-3-6,RETAINING RING SIDE SEAL-WATERLOC,A118406,['A118406']
28262,B-5088-28-34,RF ANGLE BRACKET,A139817,['A139817']
28276,E-3490-15C-2,RF CONNECTION. COLPITT STATION #7,A121608,['A121608']
28328,E-5365-7-23,RF INSULATOR BLOCK BM #5,A138236,['A138236']
28383,B-5286-15-27,RH EJECT GRIPPER,A132494,['A132494']
28421,H-10117-5,RIGHT CORNER DIE 500ML LIFECARE II,A142719,['A142719']
28426,H-5088-216-21$2,RIGHT END DIE 1 LITER-LIFECARE II (CSP),A121309,['A121309']
28427,H-5284-23-12$2,RIGHT END DIE 500ML CAPD 4UP (CSP),A127435,['A127435']
28429,H-10117-4,RIGHT END DIE 500ML LIFECARE II,A142722,['A142722']
28431,H-5284-15-11$2,RIGHT END DIE-1 LITER 4-UP(PLEGISOL)(CSP),A127434,['A127434']
28432,H-5284-14-11$2,RIGHT END DIE-ONE LITER HEAVY DEXTROSE (CSP),A127431,['A127431']
28435,H-119371,RIGHT FRONT LIFT BLOCK - LITTON,A119371,['A119371']
28444,E-5109-17-1-2,RIGHT HAND DIVIDER,A110732,['A110732']
28450,H-5088-216-4D,"RIGHT HAND INSERT USED ON 500ML,1000ML (CSP) (LIFECARE II)",A127228,['A127228']
28452,H-5088-305-4,RIGHT HAND KNIFE DIE 2 LITER (CSP),A122206,['A122206']
28453,E-5169-33-6&7$2,RIGHT HAND OUTSIDE KNIFE DIE 100ML. P/F  (CSP),A121464,['A121464']
28459,H-5088-304-3 & 4$2,RIGHT KNIFE DIE 3 LITER (CSP),A122198,['A122198']
28475,H-119372,RIGHT REAR LIFT BLOCK - LITTON,A119372,['A119372']
28556,B-1394-12-24-1,RING DIE STOP DISC,A124909,['A124909']
28557,E-3490-2-18,RING ELECTRODE (CSP),"A121693, A121694, A121695, A121696, A121697, A121698, A121699, A121700","['A121693', 'A121694', 'A121695', 'A121696', 'A121697', 'A121698', 'A121699', 'A121700']"
28647,B-9104-32,ROBOHAND GRIPPER FINGER FASTENER,A133102,['A133102']
28649,B-9104-33,ROBOHAND RA-10 BODY (MODIFICATIONS),A133103,['A133103']
28655,B-12197-12-37$2,ROBOT ADAPTER ELEC. SCHEMATIC,A129291,['A129291']
28711,K-MD-1111,ROBOT TOOLHEAD FOR IRRIGATION DE-STACKER - LINE 4,A138303,['A138303']
28712,K-MD-2111,ROBOT TOOLHEAD FOR PARTFILL DE-STACKER - LINE 6,A139048,['A139048']
28723,B-18838,ROD,A124894,['A124894']
28725,E-11395-3-12,ROD,A124940,['A124940']
28755,B-5408-11-22,ROD FRONT,A129016,['A129016']
28775,B-5408-11-41,"ROD, REAR",A129017,['A129017']
28795,B-5335-21-2,ROLLER,A123710,['A123710']
28815,B-5347-2-515,ROLLER,A128694,['A128694']
28822,B-5288-2-7,ROLLER,A119040,['A119040']
28881,B-5347-16-12,ROLLER CLAMP GUIDE,A127623,['A127623']
28882,B-5347-16-1,ROLLER CLAMP OPENER,A127622,['A127622']
28936,B-MD-5109-6-39,ROLLER PIN,A100974,['A100974']
28939,B-5286-1-40,ROLLER PIN BAG CLAMP,A133416,['A133416']
28952,B-5088-2-44-07,"ROLLER ROD, .375 DIA.",A120584,['A120584']
28953,B-5088-2-44-08,"ROLLER ROD, .500 DIA",A120583,['A120583']
28954,B-5088-2-44-31,"ROLLER ROD, BOTTOM",A120579,['A120579']
29011,B-5088-2-44-12,ROLLER SUPPORT,A120582,['A120582']
29043,B-5088-2-44-18,"ROLLER, BOTTOM",A122388,['A122388']
29049,B-5088-2-44-25,"ROLLER, TENSION",A120581,['A120581']
29052,B-5347-16-10,ROLLER-LATCH,A127624,['A127624']
29053,B-5288-5-20,ROLLER-TRAY GUIDE,A119725,['A119725']
29161,H-5169-33-2,ROUND CORNER DIE POD  100ML  P.F. (CSP),A121461,['A121461']
29471,B-BF15-07-80,SCANNER MOUNT,A136891,['A136891']
29582,H-3490-21-1,"SEAL DIE MOUNTING PLATE, COLPITT STATION #5",A125090,['A125090']
29583,H-3490-20-1,"SEAL DIE MOUNTING PLATE, COLPITT STATION 4",A125087,['A125087']
29592,B-5206-41-10,SEAL HOLDOWN,A118070,['A118070']
29594,K-MD-5109-2-4,SEAL HOUSING PRESSURE VESSEL,A115801,['A115801']
29596,A-MD-5109-3-26,SEAL TUBE ADAPTER WATERLOC,A110512,['A110512']
29598,B-5214-1-24-6,SEAL WASHER,A136462,['A136462']
29610,E-5119-4-12,SEALING PAD SUPPORT,A128072,['A128072']
29613,H-3290,SEALING PAD SUPPORT FMC MACHINE LWR SEALING HEAD HDSET 1-5,A139662,['A139662']
29614,E-5119-4-14,SEALING WIRE PAD,A115773,['A115773']
29615,E-5119-4-5,"SEALING WIRE PAD FMC MACHINE UPPER SEALING HEAD MODIFICATION 1.5"" WIDER",A115774,['A115774']
29798,E-9104-23,SENSOR TRIGGER,A133095,['A133095']
29813,E-5335-24-5,SEPERATOR BAR,A123728,['A123728']
29911,B-5337-9-13,SHAFT,A133087,['A133087']
29927,B-5288-2-4,SHAFT,A119043,['A119043']
29928,B-5288-2-5,SHAFT,A119041,['A119041']
29969,B-5335-11-13,"SHAFT BLUE""4-UPPRINTER UNWIND""",A129891,['A129891']
29975,B-BF15-07-97,SHAFT COUPLER,A136892,['A136892']
29982,E-MD-5109-6-3,SHAFT DETAIL PRESSURE VESSEL (FRONT),A105407,['A105407']
29983,E-MD-5109-6-5,SHAFT DETAIL PRESSURE VESSEL (REAR),A105409,['A105409']
29985,E-MD-5109-4-3,SHAFT DETAIL-FRONT END STRUCTURE,A105406,['A105406']
29986,E-MD-5109-12-12,SHAFT DETAILS #1 THRU #4,"A110716, A110717, A110718","['A110716', 'A110717', 'A110718']"
29990,B-5337-7-68,SHAFT EXTENSION,A125065,['A125065']
29991,B-3490-17-4,SHAFT FOR OPENER. COLPITT STATION #8,A122288,['A122288']
30042,B-5088-9-114,SHAFT UNWIND ROLLER,A120957,['A120957']
30051,B-6398-5,"SHAFT, DRIVE END",A129404,['A129404']
30055,H-5088-52-11,"SHAFT, DRIVER (USED ON FAB #1 & #8)",A110549,['A110549']
30058,B-6398-4,"SHAFT, IDLE END",A129405,['A129405']
30070,B-5088-2-44-26,"SHAFT, TENSION ROLLER",A120580,['A120580']
30118,H-12197-7-11,SHELL COVER,A129908,['A129908']
30128,B-5024-1-64,SHIELD SAFETY SOLVENT SEALER,A118149,['A118149']
30169,B-5088-52-19,SHOCK ABSORBER CAP,A118966,['A118966']
30170,B-5088-52-20,SHOCK ABSORBER CAP,A118965,['A118965']
30202,H-12197-22-3,SHOE (OVERWRAP),A129907,['A129907']
30214,B-5337-13-6,SHORT BLOCK,A139293,['A139293']
30266,B-2414-3,SHORT TUBE RETAINING CLIP FOR SHORT MANDREL,A140587,['A140587']
30274,B-5335-7-3,SHOULDER BOLT,A123736,['A123736']
30281,K-6193-21-5-2,SHOULDER TOP & BOTTOM DIE STA.5,A141768,['A141768']
30282,B-MD-5109-6-2,SHRINK SLEEVE,A105928,['A105928']
30298,B-5250-4-17,SHUTTLE,A116608,['A116608']
30299,E-5408-111-15,SHUTTLE - FILLPORT PUSHER,A129682,['A129682']
30304,E-5408-111-14,SHUTTLE GUIDE,A128972,['A128972']
30557,H-03487C1135,SINGLE HOOK PLATEN BAR ABT. P\N 127684 (CSP),A127684,['A127684']
30561,E-5088-235-25,SINGLE MOTION ADD PORT (45) COVER PLATE,A116259,['A116259']
30586,B-5408-11-69,SINGLE TUBE STRIPPER,A128978,['A128978']
30634,B-6589-6,SKID PLATE,A129610,['A129610']
30677,B-5024-1-14,SLIDE BAR,A116798,['A116798']
30766,B-5347-2-603,SLIDE TRANSFER CLAMP,A138067,['A138067']
30780,B-5358-9-8,SLIDING CLAMP,A129173,['A129173']
30943,B-2-20093,SOCKET WRENCH,A125819,['A125819']
30970,B-2-19502,SOLID JOURNAL BEARING,A125818,['A125818']
30971,B-19499,SOLID JOURNAL BEARING LEFT STAT.#7,"A125815, A125816","['A125815', 'A125816']"
30973,B-9116-1,SOLID STATE RF DOUBLE CYCLE SWITCH FINGERSTOCK BRUSH,A140864,['A140864']
31038,B-MD-5024-5,SOLVENT CONTAINER FITTING ASSEMBLY,A108522,['A108522']
31042,B-5347-10-38,SOLVENT DISPENSE PIVOT ARM,A142985,['A142985']
31048,B-5126-8-60,SOLVENT SEAL MANDREL CR3-1,A113439,['A113439']
31049,B-6502-10-09,SOLVENT SEAL MANDREL IRRIGATION,A137081,['A137081']
31052,A-5024-1-9,SOLVENT TUBE HOLDER,A105548,['A105548']
31143,B-6193-2A-6,SPACER,A138488,['A138488']
31179,B-5347-16-7,SPACER,A127627,['A127627']
31203,B-4198-2-24,SPACER,A128611,['A128611']
31206,B-4198-4-12,SPACER,A128622,['A128622']
31236,B-5288-5-21,SPACER,A119726,['A119726']
31256,B-5286-1-33,SPACER,A133408,['A133408']
31260,B-5169-27-151,SPACER  (4 UP PRINTER-UNWIND),A123179,['A123179']
31268,B-5347-16-14,SPACER - GUIDE WHEEL,A127626,['A127626']
31269,B-5337-5-37,SPACER - SPROCKET,A124301,['A124301']
31316,B-5088-70-13,"SPACER BLOCK BUSS BAR, ROTATING CAPACITOR",A118081,['A118081']
31350,B-5011-47-5,SPACER LIFECARE  2,A119113,['A119113']
31375,B-5337-5-36,SPACER PULLEY,A124300,['A124300']
31388,B-5088-71-2,SPACER ROTATING CAPACITOR,A126020,['A126020']
31390,B-5088-70-2,SPACER ROTATING CAPACITOR BAGMAKER P/F,A117892,['A117892']
31516,B-5286-1-4,"SPECIAL V""ROLLER",A121787,['A121787']
31606,B-5088-114-82,SPLINE SHAFT BEARING (PUNCH),A129771,['A129771']
31607,B-5088-114-81,SPLINE SHAFT BEARING (TRANSFER),A129770,['A129770']
31608,B-5193-8-21,SPLINE SHAFT CARRIER,A122587,['A122587']
31610,B-5193-8-20,SPLINE SHAFT PUNCH,A122588,['A122588']
31611,B-5398-4-22,SPLINE SHAFT-PUNCH,A126863,['A126863']
31629,B-3199-3-9,SPLIT HOLDDOWN LONG BAR,A128741,['A128741']
31630,B-9298-3-8,SPLIT HOLDDOWN SHORT BAR,A127893,['A127893']
31632,B-3199-3-8,SPLIT HOLDDOWN SHORT BAR,A128740,['A128740']
31662,H-10202$56,SPREADER PIN/VACUUM HEAD/ALIGNMENT TOOLS,A132877,['A132877']
31671,B-5214-1-24-5,SPRING CLIP,A136461,['A136461']
31673,B-5088-27-21A,SPRING FINGER,A110853,['A110853']
31678,B-5347-2-507,SPRING GUIDE,A131951,['A131951']
31682,B-5335-14-11,SPRING PLUNGER,A123946,['A123946']
31686,B-5337-10-29,SPRING RETAINER,A124572,['A124572']
31704,B-8194-4-43,SPROCKET (DOUBLE),A125688,['A125688']
31707,K-MD-5109-6-1,SPROCKET 17T MAIN CHAIN DRIVE,A105256,['A105256']
31708,B-4198-2-26,SPROCKET CLAMP,A128612,['A128612']
31719,E-MD-5109-5-12,SPROCKET TORQUE LIMITER,A110561,['A110561']
31722,E-MD-5109-13-7,SPUD EXTENSION- WATERLOC,A105404,['A105404']
31758,B-7489,STACK STOP BLOCK FOR OUTFEED CONVEYORS (01306),A118855,['A118855']
31768,B-3114-2,STACKER #2 TRAY RETURN CONVEYOR LONG SHAFT,A140066,['A140066']
31769,B-3114-1,STACKER #2 TRAY RETURN CONVEYOR SHORT SHAFT,A140065,['A140065']
31868,E-3388,STACKER TRAY GUIDES,A119038,['A119038']
31948,B-5286-1-8,STAINLESS STEEL DOWEL PIN,A124959,['A124959']
32005,B-5088-52-54,STAND-OFF,A110550,['A110550']
32061,B-5326-15-4,STATION #1 & #2 MANDREL LEAD,A141809,['A141809']
32160,B-5286-6-225,STEAMING NOZZEL,A124734,['A124734']
32195,B-5288-2-46,"STERILIZATION STACKER ROLLER ASSEMBLY W/2.50"" LG HUB",A119037,['A119037']
32199,E-MD-5109-13-4,STERILIZER SHAFT CENTERING JIG,A105401,['A105401']
32362,B-5337-7-57,STRAP,A123234,['A123234']
32445,B-5109-17-2-2,STRIKER PLATE,A110730,['A110730']
32522,E-5119-4-1,STRIPPER,A116692,['A116692']
32528,B-5337-7-65,STRIPPER BAR,A123657,['A123657']
32543,B-5337-7-66,STRIPPER GUIDE,A128294,['A128294']
32545,E-9104-35,STRIPPER HOUSING,A133105,['A133105']
32558,E-5345-37-10,"STRIPPER PLATE 2,3, & 5LT",A126864,['A126864']
32559,H-MD-5335-5,STRIPPER PLATE ASSEMBLY,A122758,['A122758']
32569,E-5335-7-2,STRIPPER SUPPORT,A123735,['A123735']
32816,A-15420,SUPPORT,A126134,['A126134']
32896,H-5286-3-86,SUPPORT BAR (CLAMP OPENER),A125207,['A125207']
32920,B-12197-1-19,SUPPORT BLOCK,A127797,['A127797']
32951,B-8194-4-42,SUPPORT BRACKET,A125689,['A125689']
32964,B-5206-36-2,SUPPORT CLAMP,A122184,['A122184']
33049,B-3490-2-33,SUPPORT PIN. COLPITT TURNTABLE,A122334,['A122334']
33083,B-4198-2-14,SUPPORT PLATE,A128608,['A128608']
33084,B-4198-2-19,SUPPORT PLATE,A128607,['A128607']
33085,B-4198-2-20,SUPPORT PLATE,A128605,['A128605']
33088,H-4198-2-4,SUPPORT PLATE,A128606,['A128606']
33093,B-5198-2-20,SUPPORT PLATE,A128591,['A128591']
33095,E-5198-2-6,SUPPORT PLATE,A128593,['A128593']
33096,H-5198-2-4,SUPPORT PLATE,A128594,['A128594']
33234,E-3490-2-2,SUPPORT. COLPITT INDEX TABLE.,A121788,['A121788']
33272,A-5250-2-16,SWING ARM,A126664,['A126664']
33283,H-5347-16-22,SWINGING CLAMP MACHINING DRAWING,A139057,['A139057']
33361,B-5286-1-30,SWIVEL FINGER INSERT,A133410,['A133410']
34028,B-10109-0-15$1,T CAR BUSHING LEFT,A134970,['A134970']
34038,B-10109-0-12,T CAR MOLE LIFT CHAIN CLEVIS PIN,A136155,['A136155']
34047,B-5335-20-2,"T""RAIL""",A127339,['A127339']
34228,K-6193-2-29-1,TABLE SUPPORT PLATE,A124563,['A124563']
34277,B-MD-5109-12-9,TAKE UP SHAFT,A110712,['A110712']
34278,B-MD-5109-12-11,TAKE UP SLEEVE,A110714,['A110714']
34297,H-MD-5109-5-14,TAKE-UP DRIVE ASSY,A116424,['A116424']
34371,B-6113-1,TAPERED NUT (TTP SPARE PART # 140853),A140853,['A140853']
34573,B-10109-0-10-30,T-CAR MOLE CAM ROLLER BLOCK LEFT,A134961,['A134961']
34574,B-10109-0-10-8,T-CAR MOLE CAM ROLLER BLOCK RIGHT,A136476,['A136476']
34592,B-5206-89-4,TEAR SEAL DIE (.134 THICK) (CSP),A125902,['A125902']
34593,B-5206-89-5,TEAR SEAL DIE (.250 THICK) (CSP),A125901,['A125901']
34594,B-5206-89-3,TEAR SEAL DIE (CSP),A125903,['A125903']
34840,B-5363-1-11,TEST PORT (SHORT),A126238,['A126238']
34846,B-5363-1-1,TEST PORT LONG,A126237,['A126237']
34848,B-9214-2,TEST PORT NOZZLE,A141846,['A141846']
34850,B-5250-7-10,TEST SHAFT,A119273,['A119273']
34934,B-5206-2-46,THREADED ADAPTER    PRINT STATION,A128073,['A128073']
34939,B-12197-4-75,THREADED BLOCK (MAGAZINE BIN WIDTH),A129108,['A129108']
34940,B-12197-4-51,THREADED BLOCK (SCREW SHAFT ADJUST),A129500,['A129500']
34988,B-5347-11-219,THRUST WASHER,A128240,['A128240']
34994,B-MD-5109-6-9,THRUST WASHER PRESSURE VESSEL R. SHAFTS,"A105411, A105412","['A105411', 'A105412']"
34995,B-5347-11-234,THRUST WASHER SHUTTLE LINKS,A128241,['A128241']
34996,B-MD-5109-3-7,THRUST WASHER SIDE SEAL-WATERLOC,A105398,['A105398']
35023,B-5408-111-3,TIE ROD - SHUTTLE,A129274,['A129274']
35073,A-5250-2-15,TOGGLE,A126663,['A126663']
35175,B-5206-41-8,TOP FLANGE,A118068,['A118068']
35421,B-15804,TRACK,A141267,['A141267']
35439,H-5250-4-63,TRACK GUIDE,A125753,['A125753']
35440,H-5250-4-64,TRACK GUIDE,A125754,['A125754']
35472,B-5347-15-49,TRACKING ROLLER EJECT DRIVE GRIPPER,A132708,['A132708']
35476,E-MD-2107-10-2-1,TRAIL GRIPPER ASSEMBLY,A130440,['A130440']
35518,B-5347-2-514,TRANSFER CLAMP ASSEMBLY DRIVE ARM DETAIL DRAWING,A134666,['A134666']
35519,B-5347-2-503,TRANSFER CLAMP ASSEMBLY LEVER DETAIL DRAWING,A134669,['A134669']
35520,B-5347-2-512,TRANSFER CLAMP ASSEMBLY LINK DETAIL DRAWING,A128693,['A128693']
35521,H-5347-2-506,TRANSFER CLAMP ASSEMBLY LINK DETAIL DRAWING,A128135,['A128135']
35522,B-5347-2-558,TRANSFER CLAMP ASSEMBLY LOCATING PIN - SHORT,A128962,['A128962']
35523,B-5347-2-526,TRANSFER CLAMP ASSEMBLY LOCATING PIN-LONG DETAIL DRAWING,A127414,['A127414']
35527,B-5347-2-513,TRANSFER CLAMP ASSEMBYLY DRIVEN ARM DETAIL DRAWING,A134665,['A134665']
35528,K-5347-2-501,TRANSFER CLAMP ASS'Y.,A132874,['A132874']
35530,B-5347-2-509,TRANSFER CLAMP FOLDER LEFT,A134667,['A134667']
35531,B-5347-2-510,TRANSFER CLAMP FOLDER RIGHT,A134668,['A134668']
35546,E-5193-8-7,TRANSFER PLATE,A125924,['A125924']
35551,E-5212-6-2,TRANSFER ROD,A113951,['A113951']
35553,E-1199-48-2,TRANSFER SECTION PANELS LEFT HAND,A129424,['A129424']
35554,E-1199-48-1,TRANSFER SECTION PANELS RIGHT HAND,A129425,['A129425']
35556,E-1199-56-1,TRANSFER SECTION SHAFTS (FRONT),A128943,['A128943']
35557,E-1199-56-2,TRANSFER SECTION SHAFTS (REAR),A128944,['A128944']
35564,B-5193-8-15,TRANSFER YOKE,A128256,['A128256']
35566,B-5193-8-16,TRANSFER YOKE PIN,A128257,['A128257']
35595,K-12197-9-6,TRANSPORT PLATE ASSEMBLY,A138476,['A138476']
35697,B-7389,TRAY STOPS STACKERS,"A118854, A118856","['A118854', 'A118856']"
35715,B-5286-6-250,TRI_CLOVER HOSE FITTING DW AIR SYSTEM ADDVANTAGE BAY 5,A126704,['A126704']
35726,A-5250-2-19,TRIP PIN,A117700,['A117700']
35728,A-5250-2-20,TRIP PIN WELDMENT,A117701,['A117701']
35733,B-5206-41-5,TROMBONE CLAMP,A118065,['A118065']
35759,B-6213-2,TTP PEEL ROLLER,A140876,['A140876']
35760,B-MD-6213,TTP PEEL ROLLER ASSEMBLY,A140877,['A140877']
35761,B-6213-1,TTP PEEL ROLLER BRACKET,A140875,['A140875']
35800,B-5193-8-47,TUBE (SHORT),A122639,['A122639']
35801,B-5347-17-463,TUBE ALIGNER L.H.,A128298,['A128298']
35802,B-5347-17-462,TUBE ALIGNER R.H.,A128299,['A128299']
35834,B-15418,TUBE HOLDER,A126135,['A126135']
35837,B-5088-46-11-2,TUBE INNER MANDREL IRRAGATION (CSP),A140707,['A140707']
35843,B-2414-2,TUBE RETAINING CLIP FOR LONG MANDREL,A139956,['A139956']
